tile_name,patch_file,lon_center,lat_center
8602837_3331429.tif,8602111.4923_3332154.6063.png,8602111.49230469,3332154.6062716227
8602837_3331429.tif,8602417.2404_3332154.6063.png,8602417.24041779,3332154.6062716227
8602837_3331429.tif,8602722.9885_3332154.6063.png,8602722.988530887,3332154.6062716227
8602837_3331429.tif,8603028.7366_3332154.6063.png,8603028.736643985,3332154.6062716227
8602837_3331429.tif,8603334.4848_3332154.6063.png,8603334.484757084,3332154.6062716227
8602837_3331429.tif,8603640.2329_3332154.6063.png,8603640.23287018,3332154.6062716227
8602837_3331429.tif,8603945.9810_3332154.6063.png,8603945.98098328,3332154.6062716227
8602837_3331429.tif,8604175.2921_3332154.6063.png,8604175.292068101,3332154.6062716227
8602837_3331429.tif,8601499.9961_3331848.8582.png,8601499.996078495,3331848.858158524
8602837_3331429.tif,8601805.7442_3331848.8582.png,8601805.744191594,3331848.858158524
8602837_3331429.tif,8602111.4923_3331848.8582.png,8602111.49230469,3331848.858158524
8602837_3331429.tif,8602417.2404_3331848.8582.png,8602417.24041779,3331848.858158524
8602837_3331429.tif,8602722.9885_3331848.8582.png,8602722.988530887,3331848.858158524
8602837_3331429.tif,8603028.7366_3331848.8582.png,8603028.736643985,3331848.858158524
8602837_3331429.tif,8603334.4848_3331848.8582.png,8603334.484757084,3331848.858158524
8602837_3331429.tif,8603640.2329_3331848.8582.png,8603640.23287018,3331848.858158524
8602837_3331429.tif,8603945.9810_3331848.8582.png,8603945.98098328,3331848.858158524
8602837_3331429.tif,8604175.2921_3331848.8582.png,8604175.292068101,3331848.858158524
8602837_3331429.tif,8601499.9961_3331543.1100.png,8601499.996078495,3331543.1100454265
8602837_3331429.tif,8601805.7442_3331543.1100.png,8601805.744191594,3331543.1100454265
